code,name,ects,link,professor,description
COM-202,Signal processing,8,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/signal-processing-COM-202,"Prandoni Paolo, Shkel Yanina Yurina","Signal processing theory and applications: discrete and continuous time signals; Fourier analysis, DFT, DTFT, CTFT, FFT, STFT; linear time invariant systems; filter design and adaptive filtering; sampling; interpolation and quantization; image processing, data communication and control systems."
COM-300,Stochastic models in communication,6,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/stochastic-models-in-communication-COM-300,Thiran Patrick,"L'objectif de ce cours est la maitrise des outils des processus stochastiques utiles pour un ingénieur travaillant dans les domaines des systèmes de communication, de la science des données et de l'informatique."
CS-234,Technologies for democratic society,5,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/technologies-for-democratic-society-CS-234,Ford Bryan Alexander,This course will offer students a broad but hands-on introduction to technologies of human self-organization.
PHYS-202,Analytical mechanics (for SPH),5,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/analytical-mechanics-for-sph-PHYS-202,Jacquod Philippe René Joseph,Présentation des méthodes de la mécanique analytique (équations de Lagrange et de Hamilton) et introduction aux notions de modes normaux et de stabilité.
PHYS-114,General physics : electromagnetism,4,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/general-physics-electromagnetism-PHYS-114,Avino Fabio,"Le cours traite des concepts de l'électromagnétisme, avec le support d'expériences. Les sujets traités inclus l'électrostatique, le courant électrique et circuits, la magnétostatique, l'induction électromagnétique, les équations de Maxwell, les ondes électromagnétiques, et la lumière comme onde."
BIO-109,Introduction to life sciences (for IC),6,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/introduction-to-life-sciences-for-ic-BIO-109,Zufferey Romain,"Ce cours présente les principes fondamentaux à l'œuvre dans les organismes vivants. Autant que possible, l'accent est mis sur les contributions de l'Informatique aux progrès des Sciences de la Vie."
BIOENG-310,Neuroscience foundations for engineers,6,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/neuroscience-foundations-for-engineers-BIOENG-310,"Schrimpf Martin, Zenk Fides","This overview course bridges computational expertise with neuroscience fundamentals, aimed at fostering interdisciplinary communication and collaboration for engineering-based neuroscience programs."
PHYS-344,Quantum mechanics for non-physicists,5,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/quantum-mechanics-for-non-physicists-PHYS-344,Manucharyan Vladimir,This course introduces quantum mechanics to students who are interested in pursuing quantum science and technology but have not gone through the standard bachelor physics curriculum. The students will develop quantum intuition by working out numerical examples based on qubits and oscillator systems.
CS-358(a),Making intelligent things A,8,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/making-intelligent-things-a-CS-358-A,Koch Christoph,"The course aims at teaching the prototyping of intelligent physical artifacts. It aims to solve real-world challenges by a combination of microcontroller programming, electronics, and computer -aided design and manufacturing. Student teams choose their own challeng in consultation with the teachers."
CS-358(b),Making intelligent things B,8,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/making-intelligent-things-b-CS-358-B,Koch Christoph,"The course aims at teaching the prototyping of intelligent physical artifacts. It aims to solve real-world challenges by a combination of microcontroller programming, electronics, and computer -aided design and manufacturing. Student teams choose their own challeng in consultation with the teachers."
CS-311,The software enterprise - from ideas to products,8,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/the-software-enterprise-from-ideas-to-products-CS-311,"Bugnion Edouard, Candea George",This course teaches the journey taken by software engineering teams from incipient ideas to software products that solve real problems for real people.
MATH-202(c),Analysis III,5,https://edu.epfl.ch/studyplan/en/bachelor/electrical-and-electronics-engineering/coursebook/analysis-iii-MATH-202-C,Antolin Sanchez Pablo,The course studies the fundamental concepts of vector analysis and Fourier-Laplace analysis with a view to their use in solving multidisciplinary problems in scientific engineering.
MATH-207(c),"Analysis IV (for EL, GM, MX)",4,https://edu.epfl.ch/studyplan/en/bachelor/electrical-and-electronics-engineering/coursebook/analysis-iv-for-el-gm-mx-MATH-207-C,Moschidis Georgios,"This course serves as an introduction to the theory of complex analysis, Fourier series and Fourier transforms, the Laplace transform, with applications to the theory of ordinary and partial differential equations. These tools play an integral role in most branches of science and engineering."
PHYS-201(d),General physics: electromagnetism,6,https://edu.epfl.ch/studyplan/en/bachelor/electrical-and-electronics-engineering/coursebook/general-physics-electromagnetism-PHYS-201-D,Grundler Dirk,"The topics covered by the course are concepts of fluid mechanics, waves, and electromagnetism."
PHYS-207(c),General physics : quanta,4,https://edu.epfl.ch/studyplan/en/bachelor/electrical-and-electronics-engineering/coursebook/general-physics-quanta-PHYS-207-C,Pasquarello Alfredo,Le cours traite les ondes électromagnétiques (optique géométrique et optique physique) et donne une introduction à la physique quantique.
MATH-251(b),Numerical analysis,4,https://edu.epfl.ch/studyplan/en/bachelor/electrical-and-electronics-engineering/coursebook/numerical-analysis-MATH-251-B,Herbst Michael,The students will learn key numerical techniques for solving standard mathematical problems in science and engineering. The underlying mathematical theory and properties are discussed.
MATH-234(b),Probability and statistics,4,https://edu.epfl.ch/studyplan/en/bachelor/electrical-and-electronics-engineering/coursebook/probability-and-statistics-MATH-234-B,Zemel Yoav,"Ce cours enseigne les notions élémentaires de la théorie de probabilité et de la statistique, tels que l'inférence, les tests et la régression."
ENG-209,Data science for engineers with Python,3,https://edu.epfl.ch/studyplan/en/bachelor/electrical-and-electronics-engineering/coursebook/data-science-for-engineers-with-python-ENG-209,"Bouillet Eric Pierre, Pellet Jean-Philippe, Verscheure Olivier","Ce cours est divisé en deux partie. La première partie présente le langage Python et les différences notables entre Python et C++ (utilisé dans le cours précédent ICC). La seconde partie est une introduction aux outils, librairies Python et méthodes collaboratives de data science."
EE-200,Electromagnetics I : Transmission lines and waves,3,https://edu.epfl.ch/studyplan/en/bachelor/electrical-and-electronics-engineering/coursebook/electromagnetics-i-transmission-lines-and-waves-EE-200,Fleury Romain Christophe Rémy,Le signal électrique est un vecteur essentiel pour la transmission d'information et d'énergie. En haute fréquence elle se manifeste comme un signal électromagnétique dont l'étude demande le développement de modèles physiques et mathématiques spécifiques basés sur les équations d'onde.
EE-201,Electromagnetics II : field computation,3,https://edu.epfl.ch/studyplan/en/bachelor/electrical-and-electronics-engineering/coursebook/electromagnetics-ii-field-computation-EE-201,Fleury Romain Christophe Rémy,"Ce cours traite de l'électromagnétisme dans le vide et dans les milieux continus. A partir des principes fondamentaux de l'électromagnétisme, on établit les méthodes de résolution des équations de Maxwell dans le vide et dans des milieux matériels complexes."
EE-202,Electronics I,4,https://edu.epfl.ch/studyplan/en/bachelor/electrical-and-electronics-engineering/coursebook/electronics-i-EE-202,"Koukab Adil, Meinen Cédric","Les concepts de base permettant de comprendre, d'analyser et de concevoir les circuits à base d'AmpliOp, dédiés à l'acquisition et conditionnement des signaux analogiques sont traités en théorie et pratique. Cela englobe l'amplification, le filtrage, la conversion A/N et les générateurs de signaux."
EE-203(a),Electronics II (for EL),4,https://edu.epfl.ch/studyplan/en/bachelor/electrical-and-electronics-engineering/coursebook/electronics-ii-for-el-EE-203-A,"Koukab Adil, Meinen Cédric","Ce cours traite des principes de fonctionnement des transistors Bipolaire et MOSFET, leur modélisation et implémentations dans les circuits élémentaires (miroir de courant, ampli simple, différentiel, à plusieurs étages, de puissance etc.) et finie avec la conception d'AmpliOps en MOS et Bipolaire."
EE-209,Elements of statistics for data science,3,https://edu.epfl.ch/studyplan/en/bachelor/electrical-and-electronics-engineering/coursebook/elements-of-statistics-for-data-science-EE-209,Müllhaupt Philippe,
