course_code,course_link,course_name,overall,prof_rating,difficulty,workload,professors,tip
CS-421,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/machine-learning-for-behavioral-data-CS-421,Machine learning for behavioral data,5 (2),5,3,2.7 (4),['Käser Jacober'],"Just note that it is the kind of final exam graded using a gaussian. So you may feel (very) bad when leaving the room, but your grade will still be nice in the end (depending on how much you’ve worked of course 😉)
*sourced from the web"
CS-421,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/machine-learning-for-behavioral-data-CS-421,Machine learning for behavioral data,5 (2),5,3,2.7 (4),['Käser Jacober'],"You are highly encouraged to go to the lectures as they are interactive with some quiz at the beginning related to the previous week to consolidate your knowledge. For the lab sessions, some of them are important, but otherwise it’s more office hours for the project. Sometimes it will be kind of mandatory to meet the assistant, but you’ll have to be there only for 15 minutes (it’s like a small meeting). The project was in a team of 3 last year
*sourced from the web"
CS-421,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/machine-learning-for-behavioral-data-CS-421,Machine learning for behavioral data,5 (2),5,3,2.7 (4),['Käser Jacober'],"You are highly encouraged to go to the lectures as they are interactive with some quiz at the beginning related to the previous week to consolidate your knowledge. For the lab sessions, some of them are important, but otherwise it’s more office hours for the project. Sometimes it will be kind of mandatory to meet the assistant, but you’ll have to be there only for 15 minutes (it’s like a small meeting). The project was in a team of 3 last year
*sourced from the web"
CS-423,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/distributed-information-systems-CS-423,Distributed information systems,3.4 (5),3.6,2.8,2.6 (4),['Aberer'],"pretty easy to pass
*sourced from the web"
CS-423,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/distributed-information-systems-CS-423,Distributed information systems,3.4 (5),3.6,2.8,2.6 (4),['Aberer'],"For the quiz and the exam you need to be really familiar with the lecture structure, so you can find the required info quickly enough"
CS-423,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/distributed-information-systems-CS-423,Distributed information systems,3.4 (5),3.6,2.8,2.6 (4),['Aberer'],"Keep up a bit with the exercises. Create a cheat sheet throughout the semester, as the final is partly coding."
CS-423,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/distributed-information-systems-CS-423,Distributed information systems,3.4 (5),3.6,2.8,2.6 (4),['Aberer'],"No real need to go to lectures or exercices session (even if I went there). The lab offer a good preparation for the exams. Need to be at least a little bit familiar with python, but you can catch up fast"
CS-423,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/distributed-information-systems-CS-423,Distributed information systems,3.4 (5),3.6,2.8,2.6 (4),['Aberer'],"For the exam, as it was in the same format of the exercises, just do and review the proposed exercises."
CS-423,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/distributed-information-systems-CS-423,Distributed information systems,3.4 (5),3.6,2.8,2.6 (4),['Aberer'],"For the exam, as it was in the same format of the exercises, just do and review the proposed exercises."
CS-430,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/intelligent-agents-CS-430,Intelligent agents,4 (3),4,3,3 (6),['Faltings'],
CS-431,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/introduction-to-natural-language-processing-CS-431,Introduction to natural language processing,2 (3),2,3,3 (4),"['Bosselut', 'Chappelier', 'Rajman']",
CS-432,https://edu.epfl.ch/studyplan/en/master/life-sciences-engineering/coursebook/computational-motor-control-CS-432,Computational motor control,4.5 (2),5,3,3 (4),['Ijspeert'],The project is quite demanding. The open question final exam is relatively simple.
CS-432,https://edu.epfl.ch/studyplan/en/master/life-sciences-engineering/coursebook/computational-motor-control-CS-432,Computational motor control,4.5 (2),5,3,3 (4),['Ijspeert'],"At the end of each lecture, there is a slide with typical exam questions. The exam is really close to these questions."
CS-432,https://edu.epfl.ch/studyplan/en/master/life-sciences-engineering/coursebook/computational-motor-control-CS-432,Computational motor control,4.5 (2),5,3,3 (4),['Ijspeert'],"At the end of each lecture, there is a slide with typical exam questions. The exam is really close to these questions."
CS-433,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/machine-learning-CS-433,Machine learning,3.8 (17),3.5,3.5,3.5 (8),"['Flammarion', 'Jaggi']","No worries you have a boost [for the grade]
*sourced from the web"
CS-433,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/machine-learning-CS-433,Machine learning,3.8 (17),3.5,3.5,3.5 (8),"['Flammarion', 'Jaggi']","Interesting and challenging. The exam is very hard and the projects are time consuming
*sourced from the web"
CS-433,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/machine-learning-CS-433,Machine learning,3.8 (17),3.5,3.5,3.5 (8),"['Flammarion', 'Jaggi']","All the programming is nice if you are interested in it, but useless for the exam"
CS-433,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/machine-learning-CS-433,Machine learning,3.8 (17),3.5,3.5,3.5 (8),"['Flammarion', 'Jaggi']",Get good grades on the projects because the exam is very difficult.
CS-433,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/machine-learning-CS-433,Machine learning,3.8 (17),3.5,3.5,3.5 (8),"['Flammarion', 'Jaggi']","The labs do not really help with the exam, neither do the courses tbf, but grades are bumped"
CS-433,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/machine-learning-CS-433,Machine learning,3.8 (17),3.5,3.5,3.5 (8),"['Flammarion', 'Jaggi']","Make sure you understand mathematical derivations of everything which will be helpful for exam. Project workload depends on project you choose (I believe ML4Science projects requires more effort, but more interesting)"
CS-433,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/machine-learning-CS-433,Machine learning,3.8 (17),3.5,3.5,3.5 (8),"['Flammarion', 'Jaggi']","If you really want to do well in the open part on the exam, you shouls review the proof done during the lectures and do extra exercices from the recommended books if you are not that good in maths"
CS-433,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/machine-learning-CS-433,Machine learning,3.8 (17),3.5,3.5,3.5 (8),"['Flammarion', 'Jaggi']",Be consistent with your work throughout the semester. Project are time consuming
CS-433,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/machine-learning-CS-433,Machine learning,3.8 (17),3.5,3.5,3.5 (8),"['Flammarion', 'Jaggi']","I was unfortunate enough to go in a group with two guys from CS Master, living together and who didn't bother to get me involved in the project, which deprived me of the only useful thing I could get from this course... Choose your group carefully."
CS-433,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/machine-learning-CS-433,Machine learning,3.8 (17),3.5,3.5,3.5 (8),"['Flammarion', 'Jaggi']","You can do relatively well in projects if you have a good group, exams is quite hard but you can expect a curve grading. In 2023, average grade was 4.82, and only 12 (out of ~500) failed the class"
CS-433,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/machine-learning-CS-433,Machine learning,3.8 (17),3.5,3.5,3.5 (8),"['Flammarion', 'Jaggi']","Projects: if you chose project 2, DO NOT GET TOO Obsessed with the ranking. Focus on the report. Focus on documenting how your model has improved from the baseline, how did you find the hyper-parameter that's suitable, record your results along the way. A well-written, understandable report is so much more important than the AICrowd score. The topics are fun if you keep up with the lectures. Do all the past exams if you can to prepare for the final exam. Try to understand the proofs as much as you can, and if in doubt, put it on the cheat sheet."
CS-433,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/machine-learning-CS-433,Machine learning,3.8 (17),3.5,3.5,3.5 (8),"['Flammarion', 'Jaggi']","Exam is really hard but the grades are boosted in the end. I recommand doing the second project in collaboration with a lab (more fun, you learn more)"
CS-433,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/machine-learning-CS-433,Machine learning,3.8 (17),3.5,3.5,3.5 (8),"['Flammarion', 'Jaggi']",Study using YouTube videos or other courses available if possible
CS-433,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/machine-learning-CS-433,Machine learning,3.8 (17),3.5,3.5,3.5 (8),"['Flammarion', 'Jaggi']",You have to be good with algebra to understand the class and be able to do the exercices.
CS-433,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/machine-learning-CS-433,Machine learning,3.8 (17),3.5,3.5,3.5 (8),"['Flammarion', 'Jaggi']",Be good at python. It really helps for the projects.
CS-433,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/machine-learning-CS-433,Machine learning,3.8 (17),3.5,3.5,3.5 (8),"['Flammarion', 'Jaggi']","If you are new to ML, do your ML4Science project in a computer science lab or one of the other options. If you do your ML4Science project in another lab (which is a lot of fun), you will be a lot on your own regarding your ML related difficulties and problems. There can also be some linear algebra basics that were not seen at all in class at the exam."
